arrival_rate,service_rate,avg_waiting_time
1.7654593153502727,1.6432887536319811,13.14773708614218
1.2249503926857932,2.349215354824695,0.39303994580667506
0.8639986148773456,2.337578704782497,0.1398326052146439
1.660831825811582,1.8088052152836513,2.595627767659054
0.9922831775770657,2.7026885300592998,0.38241446754968633
1.6478097159991827,1.3131461500126367,13.538633138593296
0.6564852936197834,1.6741616792955731,0.37993814338981796
0.791391707257032,2.1475996233730283,0.12057765828098489
1.1318354666932813,1.3454586549932885,1.0591954784458837
0.8506697495811559,2.850444542707323,0.13944618645997123
0.6439907661924166,1.0494491871917104,1.1490803129250817
1.1770146366957843,2.675597307006571,0.7125688297142335
1.6569490091976276,2.504069816599201,1.2577513299579874
0.7254211236856948,1.864872477875289,0.43141236538170413
1.5081921093348316,2.2252701347081953,1.5506451280381923
0.7556183269180021,1.3567065372172886,0.6968329909742915
1.7663122539279508,1.5723863043487822,3.158937339483165
0.6774857315210392,1.3973592249606615,0.9121318780485173
1.2819313427085357,1.605559246436479,3.162697546280046
1.2608313126756447,2.0755384226105913,0.6538410447587738
1.4244619668089071,1.639435328911479,3.477167649830155
0.763081392182721,2.9530534633905563,0.04460665160900147
1.5276484083105846,1.224202333294565,3.718010193732765
1.0592740593583339,2.1170890972065886,0.13516785899723893
1.1940977878357315,2.9714258217803002,0.21382338584147573
1.8692672947561937,1.2628061370304755,16.448363404845082
1.0086195295375115,1.7048987492711762,0.9061944491326089
0.8657479316169516,2.6089618357402102,0.43412940318112064
1.739309660459048,2.109142416339365,1.455083147663378
1.1806446829016495,2.836043871149146,0.4785628079438541
1.923988858535528,2.925544425760086,0.45245778125167374
0.6823790967732273,1.8045748591891515,0.30547107566214876
0.91408726528434,1.8556791182749532,0.17136206531062717
1.1868187445415144,1.6655354335085553,0.6396909930985979
1.6240995998656336,1.913309264271576,1.0660500381174345
1.4253574359847696,1.5786524117719645,2.755855852728208
0.8951492959969286,1.6296878851394705,0.34407373150697196
1.0521936137785524,2.5823904931713177,0.20305736221091894
1.6283198710619418,1.6380210305543443,7.361836045817431
1.553263047068245,2.6704304632066793,0.4155622060713206
0.8239294730271673,1.4191544364476305,1.0199466192670883
1.134354321271382,2.88662710009013,0.10937327031568805
0.8828480020113321,1.9583888517124979,0.21451697178241486
0.9336957136492978,1.7369360258611122,0.4680921092145122
0.8763838627835145,1.8266231235853716,0.27383900150299095
1.4379238986374263,1.1160230642826072,15.533714592087412
0.8426646719929758,1.3823073480815322,4.3092401945754775
1.1705818257638083,2.2311250390387656,0.42540575949058457
1.20521037437035,1.482652385036156,4.047265775062518
1.1885025281237778,2.4295135789569664,0.7684083487914989
1.6598513739776766,1.5191264639936233,4.696769461230011
1.3355400899359458,1.2074384967964242,6.3734766948038555
1.1651121422592474,2.78128388455793,0.2995617457122265
1.6472535512477606,2.8756949892766874,0.4606518755642179
1.9872647857019978,1.4282734277392304,23.05363723885883
1.7867122892476404,1.583871142531224,7.64706148826281
1.785905689691023,1.7434305838990594,6.298547347531374
1.912199868856263,2.4138035266388256,1.7348104122381462
1.1907924125614615,1.8313595874704556,1.2911228171512545
1.0947831652868634,1.1329827272203226,4.741865176219305
1.5530269984270144,2.071215058964711,0.5596143325695946
1.960818076844291,2.9175613281713697,0.561991757599243
0.6476649969669614,1.8356246171245056,0.3461066258122858
1.4545755063256915,1.7430661725928507,2.0005713844793482
0.5958302739017979,1.91327245269812,0.18295148877084738
1.7700633480064467,1.2378905828731839,21.434355773058236
0.964128827940909,1.763030469834859,0.8039110164677783
1.518360899002651,1.9977367654209786,1.1670107028939207
1.5241386059990125,2.4514772170047605,0.4918478673582444
1.9456592871627043,1.4156910881129265,14.794280327154212
0.8450959588492526,2.2925393653996355,0.1997801191231609
1.904903226622525,1.0294314328378198,29.37783187133707
1.6752745920980596,1.4523266644354857,11.020109428746203
1.562463759356735,2.349467866448688,0.5239078615763783
1.5637623774781633,1.1919080975664065,9.755686930319738
0.6999807256859408,1.2560680444791692,0.30971138529714853
0.6156807806397628,2.745784438725649,0.20927333230526055
1.950673651639152,1.2906102253161678,19.920842555587843
1.4063534956177537,1.848554284691879,2.1241643086986075
0.8167348858052226,2.056772012638771,0.4304284464425433
0.6158711299308037,2.1449261066296934,0.12847189805752743
1.1735203328426622,2.0382912381979477,0.48345535235203807
0.9038779205956999,2.9940809503700914,0.08883604270505001
1.0523780978289443,2.1152756811474362,0.4785668433982232
0.7541562572916428,2.942582157305753,0.10796790010403139
1.8474753508729092,2.155897294332938,2.8270400993635243
0.8398101412119685,2.939995209751861,0.20909150676356938
1.7840232813430337,2.1347875647653183,2.4355287441142015
0.7976877728686901,2.3054031798604164,0.3948016811625308
1.6082801393170927,2.212102431175899,1.01511580475335
1.1477967527917294,1.1397607051611347,2.7212352275677647
1.8728797495922924,2.8246060123678687,0.808977172987829
0.6521388771053187,2.220077217966179,0.18320667275806074
0.8133544995623395,1.2336366263119,1.4055788814298344
1.1440074432922662,2.138021144196942,0.23553597374402802
1.8867353300692926,1.9420054343261184,2.333200582945525
1.4479601562099833,1.6584114651400743,3.7392895142411824
0.7140474056308985,2.4700349622388345,0.255872710930726
1.0818476523677143,2.3036922642797286,0.17693785745440563
0.8033300951106865,2.2148781719816437,0.29436983063816713
1.3215813302854462,1.0731144659948233,19.133808775266257
1.2443712907077429,2.20093435554132,0.45425700951298936
1.35608359419311,2.7143821373768384,0.1610500142337367
1.5812732912932612,2.583725437514685,0.6196219870539099
